timestamp,other_cpu_pct
2026-09-14T04:49:09,150
2026-09-14T04:49:39,148
2026-09-14T04:50:09,310
2026-09-14T04:50:40,288
2026-09-14T04:51:10,119
2026-09-14T04:51:40,138
2026-09-14T04:52:10,130
2026-09-14T04:52:40,130
2026-09-14T04:53:10,7
2026-09-14T04:53:40,78
2026-09-14T04:54:10,5
2026-09-14T04:54:40,8
2026-09-14T04:55:10,139
2026-09-14T04:55:40,148
2026-09-14T04:56:10,144
2026-09-14T04:56:40,125
2026-09-14T04:57:10,151
2026-09-14T04:57:40,125
2026-09-14T04:58:11,117
2026-09-14T04:58:41,121
2026-09-14T04:59:11,126
2026-09-14T04:59:41,153
2026-09-14T05:00:11,138
2026-09-14T05:00:41,144
2026-09-14T05:01:11,145
2026-09-14T05:01:41,123
2026-09-14T05:02:11,190
2026-09-14T05:02:41,136
2026-09-14T05:03:11,163
2026-09-14T05:03:41,144
2026-09-14T05:04:11,141
2026-09-14T05:04:41,143
2026-09-14T05:05:11,148
2026-09-14T05:05:42,132
2026-09-14T05:06:12,154
2026-09-14T05:06:42,131
2026-09-14T05:07:12,143
2026-09-14T05:07:42,141
2026-09-14T05:08:12,142
2026-09-14T05:08:42,153
2026-09-14T05:09:12,124
2026-09-14T05:09:42,142
2026-09-14T05:10:12,126
2026-09-14T05:10:42,138
2026-09-14T05:11:12,142
2026-09-14T05:11:42,135
2026-09-14T05:12:12,110
2026-09-14T05:12:42,131
2026-09-14T05:13:13,143
2026-09-14T05:13:43,134
2026-09-14T05:14:13,149
2026-09-14T05:14:43,142
2026-09-14T05:15:13,129
2026-09-14T05:15:43,147
2026-09-14T05:16:13,137
2026-09-14T05:16:43,146
2026-09-14T05:17:13,134
2026-09-14T05:17:43,145
2026-09-14T05:18:13,148
2026-09-14T05:18:43,127
2026-09-14T05:19:13,120
2026-09-14T05:19:43,151
2026-09-14T05:20:13,130
2026-09-14T05:20:44,148
2026-09-14T05:21:14,128
2026-09-14T05:21:44,129
2026-09-14T05:22:14,119
2026-09-14T05:22:44,140
2026-09-14T05:23:14,153
2026-09-14T05:23:44,127
2026-09-14T05:24:14,143
2026-09-14T05:24:44,130
2026-09-14T05:25:14,137
2026-09-14T05:25:44,126
2026-09-14T05:26:14,150
2026-09-14T05:26:44,126
2026-09-14T05:27:14,158
2026-09-14T05:27:45,122
2026-09-14T05:28:15,125
2026-09-14T05:28:45,151
2026-09-14T05:29:15,128
2026-09-14T05:29:45,128
2026-09-14T05:30:15,124
2026-09-14T05:30:45,125
2026-09-14T05:31:15,121
2026-09-14T05:31:45,135
2026-09-14T05:32:15,127
2026-09-14T05:32:45,131
2026-09-14T05:33:15,126
2026-09-14T05:33:45,152
2026-09-14T05:34:15,124
2026-09-14T05:34:45,131
2026-09-14T05:35:15,148
2026-09-14T05:35:46,144
2026-09-14T05:36:16,129
2026-09-14T05:36:46,129
2026-09-14T05:37:16,145
2026-09-14T05:37:46,138
2026-09-14T05:38:16,120
2026-09-14T05:38:46,150
2026-09-14T05:39:16,147
2026-09-14T05:39:46,146
2026-09-14T05:40:16,144
2026-09-14T05:40:46,145
2026-09-14T05:41:16,133
2026-09-14T05:41:46,128
2026-09-14T05:42:16,125
2026-09-14T05:42:46,146
2026-09-14T05:43:17,131
2026-09-14T05:43:47,126
2026-09-14T05:44:17,133
2026-09-14T05:44:47,142
2026-09-14T05:45:17,125
2026-09-14T05:45:47,128
2026-09-14T05:46:17,144
2026-09-14T05:46:47,140
2026-09-14T05:47:17,161
2026-09-14T05:47:47,130
2026-09-14T05:48:17,145
2026-09-14T05:48:47,131
2026-09-14T05:49:17,136
2026-09-14T05:49:47,132
2026-09-14T05:50:17,305
2026-09-14T05:50:48,311
2026-09-14T05:51:18,143
2026-09-14T05:51:48,142
2026-09-14T05:52:18,158
2026-09-14T05:52:48,119
2026-09-14T05:53:18,120
2026-09-14T05:53:48,154
2026-09-14T05:54:18,149
2026-09-14T05:54:48,186
2026-09-14T05:55:18,27
2026-09-14T05:55:48,23
2026-09-14T05:56:18,81
2026-09-14T05:56:48,4
2026-09-14T05:57:18,149
2026-09-14T05:57:48,128
2026-09-14T05:58:19,150
2026-09-14T05:58:49,154
2026-09-14T05:59:19,132
2026-09-14T05:59:49,130
2026-09-14T06:00:19,126
2026-09-14T06:00:49,117
2026-09-14T06:01:19,123
2026-09-14T06:01:49,142
2026-09-14T06:02:19,132
2026-09-14T06:02:49,133
2026-09-14T06:03:19,120
2026-09-14T06:03:49,144
2026-09-14T06:04:19,162
2026-09-14T06:04:49,127
2026-09-14T06:05:19,159
2026-09-14T06:05:50,127
2026-09-14T06:06:20,141
2026-09-14T06:06:50,122
2026-09-14T06:07:20,133
2026-09-14T06:07:50,123
2026-09-14T06:08:20,138
2026-09-14T06:08:50,148
2026-09-14T06:09:20,144
2026-09-14T06:09:50,146
